"year","site","depth","taxa","mean_count","sd_count","var_count"
1993,"bc 1",10,"bivalve",9.52380952380952,8.26812583128152,68.3619047619048
1993,"bc 1",10,"caprellid",96.1818181818182,94.6074185059694,8950.56363636364
1993,"bc 1",10,"copepod",1,0,0
1993,"bc 1",10,"cucumaria",1,0,0
1993,"bc 1",10,"gammarid",22.2,37.3305554522079,1393.57037037037
1993,"bc 1",10,"gastropod",6.9375,5.66237582645306,32.0625
1993,"bc 1",10,"heterobranch",6.28571428571429,6.84870512613603,46.9047619047619
1993,"bc 1",10,"nematode",5.3,5.4782397821847,30.0111111111111
1993,"bc 1",10,"pachy",1,0,0
1993,"bc 1",10,"polychaete",15.4,14.1950695665784,201.5
1993,"bc 1",10,"tanaid",3.8,1.6431676725155,2.7
1993,"bc 1",20,"bivalve",10.5833333333333,10.2731630371507,105.537878787879
1993,"bc 1",20,"caprellid",21,21.4126131053639,458.5
1993,"bc 1",20,"copepod",2,1,1
1993,"bc 1",20,"cucumaria",1.75,1.5,2.25
1993,"bc 1",20,"gammarid",17.52,25.0869833717384,629.356734693877
1993,"bc 1",20,"gastropod",16.8,19.662146373171,386.6
1993,"bc 1",20,"heterobranch",9.16666666666667,14.344569239495,205.766666666667
1993,"bc 1",20,"nematode",2.2,0.836660026534076,0.7
1993,"bc 1",20,"pachy",2,1.4142135623731,2
1993,"bc 1",20,"polychaete",20.2857142857143,18.5241155562919,343.142857142857
1993,"bc 1",20,"tanaid",4.25,3.32737562824346,11.0714285714286
1993,"bc 1",30,"bivalve",20.3076923076923,13.5976996546267,184.897435897436
1993,"bc 1",30,"caprellid",2.5,1.7606816861659,3.1
1993,"bc 1",30,"copepod",7.44444444444444,5.91842696818823,35.0277777777778
1993,"bc 1",30,"cucumaria",4.14285714285714,6.22972903178973,38.8095238095238
1993,"bc 1",30,"gammarid",11.775,20.1322391025452,405.307051282051
1993,"bc 1",30,"gastropod",37.9285714285714,34.5664672672904,1194.84065934066
1993,"bc 1",30,"heterobranch",2.44444444444444,1.0137937550497,1.02777777777778
1993,"bc 1",30,"nematode",3.14285714285714,2.41029537806548,5.80952380952381
1993,"bc 1",30,"pachy",10,0,0
1993,"bc 1",30,"polychaete",26.1764705882353,24.9755763049565,623.779411764706
1993,"bc 1",30,"tanaid",2.42857142857143,1.61834718742537,2.61904761904762
1993,"diablo",10,"bivalve",8.83333333333333,6.59099207028716,43.4411764705882
1993,"diablo",10,"caprellid",164.3,155.36054840274,24136.9
1993,"diablo",10,"copepod",3.5,3.1091263510296,9.66666666666667
1993,"diablo",10,"gammarid",20.6842105263158,31.4780964285532,990.870554765292
1993,"diablo",10,"gastropod",8.23529411764706,7.5293543196338,56.6911764705882
1993,"diablo",10,"heterobranch",1.88888888888889,1.69148192751537,2.86111111111111
1993,"diablo",10,"nematode",7.1,6.52261024777998,42.5444444444445
1993,"diablo",10,"polychaete",22.1052631578947,28.5538375253993,815.3216374269
1993,"diablo",10,"tanaid",8.66666666666667,11.0113577727726,121.25
1993,"diablo",20,"bivalve",8.6,7.61162545750007,57.9368421052632
1993,"diablo",20,"caprellid",15.6666666666667,23.0585552387171,531.69696969697
1993,"diablo",20,"copepod",4.75,4.68279525802393,21.9285714285714
1993,"diablo",20,"gammarid",25.7857142857143,46.6256715421156,2173.95324675325
1993,"diablo",20,"gastropod",9.04545454545454,10.8736346607715,118.235930735931
1993,"diablo",20,"heterobranch",2.77777777777778,1.56347191994114,2.44444444444444
1993,"diablo",20,"nematode",2.375,1.50594061730772,2.26785714285714
1993,"diablo",20,"pachy",1.5,0.577350269189626,0.333333333333333
1993,"diablo",20,"polychaete",22.2083333333333,23.3833444378996,546.780797101449
1993,"diablo",20,"tanaid",9.09090909090909,10.4637903787733,109.490909090909
1993,"diablo",30,"bivalve",23.4666666666667,27.1684340646238,738.12380952381
1993,"diablo",30,"caprellid",1.25,0.5,0.25
1993,"diablo",30,"copepod",10.2222222222222,11.4975842873381,132.194444444444
1993,"diablo",30,"cucumaria",1,NA,NA
1993,"diablo",30,"gammarid",19.6346153846154,29.5708049226046,874.432503770739
1993,"diablo",30,"gastropod",29.5625,35.6014395776351,1267.4625
1993,"diablo",30,"heterobranch",2.66666666666667,2.65832027165025,7.06666666666667
1993,"diablo",30,"nematode",2.2,1.30384048104053,1.7
1993,"diablo",30,"pachy",1.25,0.5,0.25
1993,"diablo",30,"polychaete",38.8333333333333,34.1936526617579,1169.20588235294
1993,"diablo",30,"tanaid",9.33333333333333,8.12403840463596,66
1993,"twin west",10,"bivalve",8.05555555555556,8.20668466572308,67.3496732026144
1993,"twin west",10,"caprellid",68.2,109.373773008991,11962.6222222222
1993,"twin west",10,"copepod",1.75,0.957427107756338,0.916666666666667
1993,"twin west",10,"cucumaria",1,NA,NA
1993,"twin west",10,"gammarid",12.4561403508772,18.5732816696444,344.96679197995
1993,"twin west",10,"gastropod",14.5,15.5118550489238,240.617647058824
1993,"twin west",10,"heterobranch",2.6,1.14017542509914,1.3
1993,"twin west",10,"nematode",4.5,4.59813626840888,21.1428571428571
1993,"twin west",10,"pachy",1,NA,NA
1993,"twin west",10,"polychaete",20.1904761904762,19.5974974106875,384.061904761905
1993,"twin west",10,"tanaid",6,6.34034699365894,40.2
1993,"twin west",20,"bivalve",15.2352941176471,15.8687169131782,251.816176470588
1993,"twin west",20,"caprellid",3.6,2.54732975660571,6.48888888888889
1993,"twin west",20,"copepod",11.6666666666667,20.4511613362176,418.25
1993,"twin west",20,"gammarid",13.1034482758621,15.9546392693967,254.550514216576
1993,"twin west",20,"gastropod",29.9473684210526,37.6157084270367,1414.94152046784
1993,"twin west",20,"heterobranch",1,NA,NA
1993,"twin west",20,"nematode",2.44444444444444,1.9436506316151,3.77777777777778
1993,"twin west",20,"ostracod",2.33333333333333,1.15470053837925,1.33333333333333
1993,"twin west",20,"pachy",1.5,0.707106781186548,0.5
1993,"twin west",20,"polychaete",17.15,20.5023105244776,420.344736842105
1993,"twin west",20,"tanaid",7.55555555555556,12.7486382715088,162.527777777778
1993,"twin west",30,"bivalve",28.5714285714286,25.370225691711,643.648351648352
1993,"twin west",30,"caprellid",3.33333333333333,3.21455025366432,10.3333333333333
1993,"twin west",30,"copepod",4.125,3.48209706929603,12.125
1993,"twin west",30,"gammarid",6.56862745098039,9.95038673009403,99.0101960784313
1993,"twin west",30,"gastropod",23.8823529411765,25.8623335010135,668.860294117647
1993,"twin west",30,"nematode",13.2,24.5091819528927,600.7
1993,"twin west",30,"ostracod",2,0,0
1993,"twin west",30,"polychaete",20.8571428571429,18.4884876564898,341.824175824176
1993,"twin west",30,"tanaid",4.22222222222222,3.45607355888795,11.9444444444444
1994,"bc 1",10,"bivalve",9.5625,9.68826609874027,93.8625
1994,"bc 1",10,"caprellid",63.9,61.8177428683168,3821.43333333333
1994,"bc 1",10,"copepod",1,NA,NA
1994,"bc 1",10,"cucumaria",1,0,0
1994,"bc 1",10,"gammarid",18.2280701754386,33.4151470913693,1116.57205513784
1994,"bc 1",10,"gastropod",5.8125,5.28165062583027,27.8958333333333
1994,"bc 1",10,"heterobranch",4.14285714285714,6.38823323067684,40.8095238095238
1994,"bc 1",10,"nematode",4.125,4.2907708265199,18.4107142857143
1994,"bc 1",10,"pachy",2.5,2.12132034355964,4.5
1994,"bc 1",10,"polychaete",17,14.2681094531974,203.578947368421
1994,"bc 1",10,"tanaid",8.8,11.4387256477478,130.844444444444
1994,"bc 1",20,"bivalve",6.09090909090909,5.22407016519774,27.2909090909091
1994,"bc 1",20,"caprellid",1.5,1,1
1994,"bc 1",20,"gammarid",6.525,9.23201647556634,85.2301282051283
1994,"bc 1",20,"gastropod",10.7142857142857,14.9018768638697,222.065934065934
1994,"bc 1",20,"heterobranch",1.25,0.5,0.25
1994,"bc 1",20,"nematode",1.66666666666667,1.15470053837925,1.33333333333333
1994,"bc 1",20,"pachy",2.71428571428571,2.87020822207993,8.23809523809524
1994,"bc 1",20,"polychaete",12.0666666666667,12.6460985890436,159.92380952381
1994,"bc 1",20,"tanaid",12.4,10.8535708409721,117.8
1994,"bc 1",30,"bivalve",7.2,4.21109645262767,17.7333333333333
1994,"bc 1",30,"caprellid",1.5,0.577350269189626,0.333333333333333
1994,"bc 1",30,"copepod",1,NA,NA
1994,"bc 1",30,"cucumaria",1.5,0.707106781186548,0.5
1994,"bc 1",30,"gammarid",3.17142857142857,3.15749075994842,9.96974789915966
1994,"bc 1",30,"gastropod",7.47368421052632,8.51383463058563,72.4853801169591
1994,"bc 1",30,"heterobranch",1,0,0
1994,"bc 1",30,"nematode",1,NA,NA
1994,"bc 1",30,"ostracod",1,0,0
1994,"bc 1",30,"pachy",3.55555555555556,2.65099562009781,7.02777777777778
1994,"bc 1",30,"polychaete",11.625,12.0159616066852,144.383333333333
1994,"bc 1",30,"tanaid",1.83333333333333,0.983192080250175,0.966666666666667
1995,"bc 1",10,"bivalve",7.47058823529412,6.501131123301,42.2647058823529
1995,"bc 1",10,"caprellid",68.75,59.7847328815165,3574.21428571429
